"id","total_lessons","remaining_lessons","purchase_date","price_paid","customer_id","package_type"
28,10,0,"2026-03-05",100.00,532,"YOGA"
27,5,0,"2026-03-04",50.00,517,"YOGA"
22,10,0,"2026-03-04",100.00,511,"YOGA"
23,3,0,"2026-03-04",40.00,516,"YOGA"
21,10,0,"2026-03-04",100.00,510,"YOGA"
20,10,0,"2026-03-04",100.00,509,"YOGA"
24,5,0,"2026-03-04",50.00,512,"YOGA"
19,10,0,"2026-03-04",100.00,508,"YOGA"
26,5,0,"2026-03-04",50.00,515,"YOGA"
18,10,0,"2026-03-04",100.00,507,"YOGA"
25,5,0,"2026-03-04",50.00,514,"YOGA"
9,5,0,"2026-03-03",50.00,325,"YOGA"
13,3,0,"2026-03-03",40.00,207,"YOGA"
14,5,0,"2026-03-03",50.00,125,"YOGA"
15,1,0,"2026-03-03",15.00,208,"YOGA"
8,3,0,"2026-03-03",40.00,314,"YOGA"
7,1,0,"2026-03-03",15.00,169,"YOGA"
6,5,0,"2026-03-03",50.00,48,"YOGA"
1,1,0,"2026-03-03",15.00,389,"YOGA"
16,5,0,"2026-03-03",50.00,215,"YOGA"
3,5,0,"2026-03-03",50.00,364,"YOGA"
5,3,0,"2026-03-03",40.00,6,"YOGA"
17,3,0,"2026-03-03",40.00,21,"YOGA"
4,5,0,"2026-03-03",50.00,416,"YOGA"
2,3,0,"2026-03-03",40.00,159,"YOGA"
10,5,0,"2026-03-03",50.00,343,"YOGA"
12,1,0,"2026-03-03",15.00,78,"YOGA"
11,5,0,"2026-03-03",50.00,21,"YOGA"
