"id","customer_id","order_date","total_amount"
2776,24,"2026-06-05 21:45:14.836366",17.99
2775,24,"2026-06-05 21:45:04.623048",8.99
2774,24,"2026-06-05 21:44:14.673301",15.29
2773,24,"2026-06-05 21:43:38.086168",11.99
2772,248,"2026-06-05 21:41:50.275946",12.99
2771,250,"2026-06-05 21:40:03.622094",11.49
2770,250,"2026-06-05 21:39:44.134908",10.99
2769,38,"2026-06-05 21:37:56.743157",9.99
2768,38,"2026-06-05 21:37:46.847064",14.99
2767,243,"2026-06-05 21:36:09.412816",18.99
2766,57,"2026-06-05 21:34:43.494319",11.69
2765,57,"2026-06-05 21:34:19.448102",8.99
2764,207,"2026-06-05 21:32:44.501624",12.39
2763,207,"2026-06-05 21:32:37.014598",16.39
2762,142,"2026-06-05 21:31:27.704818",10.73
2761,142,"2026-06-05 21:31:03.992242",14.50
2760,142,"2026-06-05 21:30:54.924554",11.99
2759,92,"2026-06-05 21:28:24.540952",29.99
2758,92,"2026-06-05 21:28:15.477195",18.99
2757,153,"2026-06-05 21:27:18.350573",9.99
2756,153,"2026-06-05 21:27:02.274547",10.90
2755,419,"2026-06-04 22:02:35.637992",28.33
2754,419,"2026-06-04 22:02:22.254768",31.95
2753,419,"2026-06-04 22:02:06.653928",29.99
2752,418,"2026-06-04 22:01:10.411313",12.49
2751,418,"2026-06-04 22:00:46.956969",25.49
2750,418,"2026-06-04 22:00:36.093212",29.99
2749,292,"2026-06-04 21:57:53.892878",22.49
2748,292,"2026-06-04 21:57:37.487988",14.49
2747,292,"2026-06-04 21:57:21.46997",14.99
2746,292,"2026-06-04 21:57:11.872376",14.50
2745,188,"2026-06-04 21:55:48.405637",22.49
2744,188,"2026-06-04 21:55:02.300679",19.99
2743,188,"2026-06-04 21:54:52.385694",18.99
2742,188,"2026-06-04 21:54:45.636143",14.99
2741,188,"2026-06-04 21:54:36.606687",11.99
2740,40,"2026-06-04 21:52:30.619199",11.99
2739,40,"2026-06-04 21:52:23.537701",11.99
2738,370,"2026-06-04 21:50:20.419104",14.99
2737,370,"2026-06-04 21:50:13.101616",11.89
2736,370,"2026-06-04 21:50:07.157594",18.99
2735,62,"2026-06-04 21:48:29.625387",14.99
2734,30,"2026-06-04 21:40:51.288526",17.99
2733,30,"2026-06-04 21:40:37.59326",18.99
2732,250,"2026-06-04 21:38:58.195142",16.80
2731,250,"2026-06-04 21:38:42.592126",24.99
2730,410,"2026-06-04 21:37:23.597482",7.37
2729,410,"2026-06-04 21:36:59.575952",18.99
2728,395,"2026-06-04 21:35:02.540715",11.69
2727,395,"2026-06-04 21:34:24.96383",31.95
2726,395,"2026-06-04 21:33:55.20747",31.95
2725,395,"2026-06-04 21:33:39.376136",24.99
2724,407,"2026-06-03 21:31:12.599557",36.99
2723,407,"2026-06-03 21:30:58.80643",16.99
2722,407,"2026-06-03 21:30:27.692788",17.99
2721,173,"2026-06-03 21:28:53.674861",10.99
2720,173,"2026-06-03 21:28:35.102445",11.99
2719,347,"2026-06-03 21:26:45.897538",9.20
2718,347,"2026-06-03 21:26:26.59843",18.99
2717,382,"2026-06-03 21:25:28.638844",10.99
2716,382,"2026-06-03 21:25:19.341153",19.29
2715,382,"2026-06-03 21:25:11.58989",12.85
2714,28,"2026-06-03 21:24:05.733571",16.80
2713,417,"2026-06-03 21:23:06.132856",15.49
2712,417,"2026-06-03 21:23:00.214495",25.99
2711,416,"2026-06-03 21:21:57.507146",13.99
2710,415,"2026-06-03 21:20:47.250893",9.49
2709,415,"2026-06-03 21:20:24.866685",31.95
2708,415,"2026-06-03 21:20:11.613625",14.49
2707,79,"2026-06-03 21:18:56.466332",8.99
2706,79,"2026-06-03 21:18:52.220619",8.99
2705,79,"2026-06-03 21:18:40.812269",5.99
2704,98,"2026-06-03 21:16:03.333977",18.99
2703,98,"2026-06-03 21:15:54.307798",19.29
2702,98,"2026-06-03 21:15:31.952737",28.33
2701,126,"2026-06-03 21:14:22.162449",9.99
2700,126,"2026-06-03 21:14:12.62692",9.99
2699,126,"2026-06-03 21:13:50.782255",14.49
2698,126,"2026-06-03 21:13:35.243457",28.33
2697,126,"2026-06-03 21:13:26.248614",13.99
2696,47,"2026-06-03 21:11:37.533704",8.99
2695,47,"2026-06-03 21:11:15.167415",18.99
2694,47,"2026-06-03 21:11:09.866981",14.99
2693,51,"2026-06-03 21:09:58.093426",11.99
2692,51,"2026-06-03 21:09:48.151076",31.95
2691,51,"2026-06-03 21:09:34.381359",18.99
2690,209,"2026-06-03 21:08:08.998146",10.99
2689,209,"2026-06-03 21:07:55.044153",13.49
2688,209,"2026-06-03 21:07:43.927194",8.99
2687,151,"2026-06-03 21:05:55.970016",8.99
2686,151,"2026-06-03 21:05:48.685636",18.99
2685,76,"2026-06-03 21:04:15.182391",28.33
2684,76,"2026-06-03 21:03:05.199581",16.80
2683,76,"2026-06-03 21:02:59.700623",14.50
2682,76,"2026-06-03 21:02:51.768072",8.99
2681,137,"2026-06-03 21:00:43.104573",34.49
2680,137,"2026-06-03 21:00:31.302808",25.99
2679,137,"2026-06-03 21:00:16.870343",8.99
2678,137,"2026-06-03 21:00:09.082848",14.50
2677,306,"2026-06-03 20:58:04.211741",31.95
2676,306,"2026-06-03 20:57:52.261291",8.99
2675,53,"2026-06-03 20:56:32.414637",16.80
2674,53,"2026-06-03 20:55:41.67674",8.99
2673,140,"2026-06-03 20:54:42.000706",16.80
2672,121,"2026-06-03 20:51:59.086347",30.49
2671,42,"2026-06-03 20:49:14.319663",31.95
2670,248,"2026-06-03 20:46:45.796468",14.50
2669,248,"2026-06-03 20:46:34.578721",9.99
2668,12,"2026-06-03 20:44:13.695032",8.99
2667,38,"2026-06-03 20:41:29.926121",31.95
2666,414,"2026-06-02 21:33:31.40757",31.95
2665,414,"2026-06-02 21:33:19.435019",31.95
2664,414,"2026-06-02 21:33:06.59985",28.49
2663,413,"2026-06-02 21:32:18.947937",26.99
2662,413,"2026-06-02 21:32:04.898339",28.49
2661,412,"2026-06-02 21:31:25.033909",8.99
2660,412,"2026-06-02 21:31:13.690117",11.69
2659,412,"2026-06-02 21:30:51.717914",15.99
2658,412,"2026-06-02 21:30:40.942003",28.49
2657,317,"2026-06-02 21:29:02.67378",8.99
2656,317,"2026-06-02 21:28:50.045714",18.99
2655,72,"2026-06-02 21:27:19.441578",8.99
2654,72,"2026-06-02 21:27:05.068335",13.99
2653,72,"2026-06-02 21:26:53.38976",18.99
2652,72,"2026-06-02 21:26:46.392408",28.33
2651,404,"2026-06-02 21:25:01.204719",31.95
2650,404,"2026-06-02 21:24:41.989503",27.99
2649,404,"2026-06-02 21:24:31.433793",14.49
2648,288,"2026-06-02 21:23:25.537936",13.49
2647,166,"2026-06-02 21:21:47.522912",28.33
2646,166,"2026-06-02 21:21:07.359017",9.99
2645,115,"2026-06-02 21:19:42.170986",11.99
2644,9,"2026-06-02 21:17:56.263672",15.49
2643,2,"2026-06-02 21:15:44.333043",29.99
2642,2,"2026-06-02 21:15:36.537778",8.99
2641,121,"2026-06-02 21:14:32.512578",8.99
2640,121,"2026-06-02 21:14:13.368619",9.99
2639,121,"2026-06-02 21:14:03.79337",9.99
2638,205,"2026-06-02 21:11:57.210035",28.49
2637,205,"2026-06-02 21:11:44.528644",31.95
2636,159,"2026-06-02 21:09:45.62819",8.99
2635,159,"2026-06-02 21:09:03.505179",29.99
2634,159,"2026-06-02 21:08:50.511576",12.99
2633,119,"2026-06-02 21:07:09.903568",13.84
2632,119,"2026-06-02 21:06:55.311675",28.33
2631,340,"2026-06-02 21:05:40.756202",8.99
2630,340,"2026-06-02 21:05:29.699935",25.99
2629,340,"2026-06-02 21:05:06.598939",13.40
2628,12,"2026-06-02 21:03:05.357369",8.99
2627,12,"2026-06-02 21:02:41.796229",11.99
2626,12,"2026-06-02 21:02:20.62846",12.99
2625,12,"2026-06-02 21:02:00.916673",28.49
2624,325,"2026-06-02 20:59:41.37661",31.95
2623,325,"2026-06-02 20:59:10.643629",8.99
2622,245,"2026-06-02 20:58:05.322623",31.95
2621,245,"2026-06-02 20:57:13.310679",28.49
2620,245,"2026-06-02 20:57:03.822792",9.99
2619,245,"2026-06-02 20:56:56.569251",9.99
2618,245,"2026-06-02 20:56:47.094463",9.99
2617,245,"2026-06-02 20:56:38.730861",12.99
2616,245,"2026-06-02 20:56:16.315183",11.99
2615,348,"2026-06-02 20:54:57.984348",11.99
2614,348,"2026-06-02 20:54:21.951793",13.40
2613,55,"2026-06-01 21:34:24.841854",15.50
2612,55,"2026-06-01 21:34:07.128214",14.50
2611,63,"2026-06-01 21:32:41.006516",19.26
2610,63,"2026-06-01 21:32:25.339596",29.99
2609,63,"2026-06-01 21:32:14.343217",14.99
2608,26,"2026-06-01 21:29:33.6712",12.95
2607,26,"2026-06-01 21:29:11.152844",12.99
2606,26,"2026-06-01 21:29:04.62353",28.49
2605,78,"2026-06-01 21:27:16.182466",9.99
2604,78,"2026-06-01 21:27:08.577469",9.99
2603,78,"2026-06-01 21:26:57.381442",12.99
2602,78,"2026-06-01 21:26:10.642561",28.49
2601,7,"2026-06-01 21:25:02.50584",8.99
2600,7,"2026-06-01 21:24:43.055039",15.00
2599,7,"2026-06-01 21:24:39.718386",14.99
2598,73,"2026-06-01 21:23:44.468708",11.99
2597,200,"2026-06-01 21:22:23.584002",29.99
2596,200,"2026-06-01 21:22:07.826409",19.99
2595,56,"2026-06-01 21:21:32.713244",19.99
2594,56,"2026-06-01 21:21:02.604253",16.39
2593,56,"2026-06-01 21:20:48.952299",13.40
2592,135,"2026-06-01 21:18:05.871155",11.99
2591,163,"2026-06-01 21:16:45.337989",8.99
2590,244,"2026-06-01 21:15:35.389931",25.00
2589,244,"2026-06-01 21:15:19.319783",11.99
2588,244,"2026-06-01 21:15:04.488404",7.99
2587,120,"2026-06-01 21:14:13.735906",8.99
2586,120,"2026-06-01 21:13:42.048112",28.33
2585,120,"2026-06-01 21:13:28.586941",12.49
2584,152,"2026-06-01 21:11:54.677269",21.99
2583,152,"2026-06-01 21:11:39.550832",29.99
2582,152,"2026-06-01 21:11:19.721367",14.00
2581,117,"2026-06-01 21:10:01.738615",8.99
2580,117,"2026-06-01 21:09:31.495729",8.99
2579,45,"2026-06-01 21:07:51.264534",8.99
2578,45,"2026-06-01 21:07:13.51503",11.99
2577,45,"2026-06-01 21:07:01.810628",9.99
2576,45,"2026-06-01 21:06:53.967007",9.99
2575,45,"2026-06-01 21:06:45.205647",9.99
2574,45,"2026-06-01 21:06:31.098098",12.49
2573,411,"2026-06-01 21:03:52.421854",28.49
2572,411,"2026-06-01 21:03:29.074415",10.99
2571,411,"2026-06-01 21:03:21.569771",15.00
2570,411,"2026-06-01 21:03:12.696282",20.49
2569,411,"2026-06-01 21:03:03.894624",13.40
2568,410,"2026-06-01 21:02:03.944682",21.99
2567,410,"2026-06-01 21:01:58.332451",28.49
2566,410,"2026-06-01 21:01:49.277463",15.00
2565,410,"2026-06-01 21:01:34.204398",18.99
2564,410,"2026-06-01 21:01:17.362791",19.99
2563,410,"2026-06-01 21:01:07.170863",29.99
2562,409,"2026-06-01 21:00:14.936575",11.99
2561,409,"2026-06-01 20:59:54.189678",11.69
2560,409,"2026-06-01 20:59:22.847657",13.99
2559,409,"2026-06-01 20:59:16.207607",28.49
2558,408,"2026-06-01 20:58:32.429483",11.99
2557,408,"2026-06-01 20:57:56.61171",13.59
2556,408,"2026-06-01 20:57:44.721023",28.33
2555,408,"2026-06-01 20:57:31.92834",17.77
2554,407,"2026-06-01 20:56:51.328659",8.99
2553,407,"2026-06-01 20:56:35.786539",21.99
2552,407,"2026-06-01 20:56:25.087105",29.99
2551,407,"2026-06-01 20:55:53.986093",28.49
2550,400,"2026-06-01 20:50:23.585875",11.99
2549,400,"2026-06-01 20:50:22.003896",13.99
2548,393,"2026-06-01 20:49:29.71424",11.99
2547,394,"2026-06-01 20:48:14.822195",13.99
2546,394,"2026-06-01 20:48:06.640438",16.39
2545,60,"2026-06-01 20:47:11.453232",28.33
2544,60,"2026-06-01 20:47:00.020183",17.77
2543,60,"2026-06-01 20:46:42.727899",32.99
2542,354,"2026-06-01 20:45:14.719771",13.99
2541,354,"2026-06-01 20:45:04.652608",17.77
2540,168,"2026-06-01 20:43:56.497874",29.99
2539,168,"2026-06-01 20:43:48.376797",28.49
2538,186,"2026-06-01 20:42:47.443534",24.95
2537,186,"2026-06-01 20:42:32.514927",8.99
2536,94,"2026-06-01 20:41:28.714951",14.55
2535,94,"2026-06-01 20:41:16.246731",11.99
2534,391,"2026-06-01 20:40:25.981626",20.99
2533,391,"2026-06-01 20:40:10.49239",11.99
2532,391,"2026-06-01 20:40:07.248891",12.99
2531,406,"2026-05-31 13:44:50.871591",24.49
2530,406,"2026-05-31 13:44:38.783909",18.99
2529,406,"2026-05-31 13:44:25.291179",13.59
2528,405,"2026-05-31 13:43:41.220462",13.29
2527,405,"2026-05-31 13:43:33.089149",11.69
2526,405,"2026-05-31 13:43:13.391942",28.33
2525,405,"2026-05-31 13:43:06.387217",28.49
2524,404,"2026-05-31 13:42:18.217656",15.19
2523,404,"2026-05-31 13:42:10.89522",13.40
2522,404,"2026-05-31 13:42:01.253981",13.84
2521,403,"2026-05-31 13:40:39.497648",8.99
2520,403,"2026-05-31 13:40:24.755506",13.29
2519,403,"2026-05-31 13:40:15.098854",8.99
2518,402,"2026-05-31 13:39:40.559382",11.39
2517,402,"2026-05-31 13:39:30.900815",10.85
2516,402,"2026-05-31 13:39:20.049155",11.99
2515,83,"2026-05-31 13:37:53.805722",37.49
2514,83,"2026-05-31 13:37:22.317518",8.99
2513,152,"2026-05-31 13:33:28.501373",28.49
2512,152,"2026-05-31 13:33:17.579626",15.00
2511,152,"2026-05-31 13:33:09.608379",9.49
2510,108,"2026-05-31 13:30:50.382317",45.00
2509,108,"2026-05-31 13:30:40.892592",8.99
2508,262,"2026-05-31 13:29:29.213942",14.50
2507,244,"2026-05-31 13:27:50.848498",28.49
2506,163,"2026-05-31 13:25:29.100281",28.49
2505,163,"2026-05-31 13:25:11.114799",8.99
2504,163,"2026-05-31 13:25:01.252127",14.50
2503,135,"2026-05-31 13:23:34.923837",28.49
2502,135,"2026-05-31 13:23:03.357332",11.99
2501,135,"2026-05-31 13:22:38.019162",12.99
2500,154,"2026-05-31 13:21:05.436386",9.99
2499,154,"2026-05-31 13:20:57.762082",9.99
2498,216,"2026-05-31 13:19:02.425273",16.49
2497,216,"2026-05-31 13:18:44.150951",18.99
2496,216,"2026-05-31 13:18:23.617609",11.99
2495,216,"2026-05-31 13:18:09.534526",13.99
2494,216,"2026-05-31 13:18:06.038292",12.99
2493,401,"2026-05-30 22:10:58.662258",25.99
2492,401,"2026-05-30 22:10:49.310282",14.49
2491,400,"2026-05-30 22:10:02.317999",28.33
2490,400,"2026-05-30 22:09:44.657405",19.99
2489,400,"2026-05-30 22:09:32.408423",14.99
2488,399,"2026-05-30 22:08:28.5659",11.99
2487,399,"2026-05-30 22:08:03.792476",11.50
2486,399,"2026-05-30 22:07:55.207222",8.99
2485,398,"2026-05-30 22:07:17.197741",9.93
2484,398,"2026-05-30 22:07:05.733712",8.99
2483,62,"2026-05-30 21:58:27.82558",29.99
2482,127,"2026-05-30 21:57:02.070809",11.99
2481,117,"2026-05-30 21:55:56.640042",28.49
2480,99,"2026-05-30 21:53:35.040133",12.49
2479,99,"2026-05-30 21:53:24.597618",9.99
2478,70,"2026-05-30 21:51:45.259304",12.49
2477,70,"2026-05-30 21:51:32.820968",9.99
2476,272,"2026-05-30 21:50:45.694096",12.59
2475,272,"2026-05-30 21:50:31.106039",12.99
2474,336,"2026-05-30 21:49:40.698056",11.99
2473,336,"2026-05-30 21:49:32.657857",13.99
2472,336,"2026-05-30 21:49:24.67387",12.99
2471,57,"2026-05-30 21:47:47.134358",8.99
2470,207,"2026-05-30 21:46:05.538213",11.99
2469,101,"2026-05-30 21:45:22.786683",11.99
2468,153,"2026-05-30 21:44:28.787063",12.39
2467,188,"2026-05-29 23:08:37.496876",22.99
2466,188,"2026-05-29 23:08:29.864538",29.99
2465,292,"2026-05-29 23:05:09.038697",29.99
2464,166,"2026-05-29 23:04:11.307954",9.99
2463,166,"2026-05-29 23:04:00.065775",9.99
2462,397,"2026-05-28 21:55:22.857438",7.99
2461,397,"2026-05-28 21:54:57.046041",5.24
2460,397,"2026-05-28 21:54:52.053826",18.18
2459,396,"2026-05-28 21:54:08.107762",13.50
2458,396,"2026-05-28 21:54:01.055205",19.99
2457,396,"2026-05-28 21:53:52.105733",19.99
2456,395,"2026-05-28 21:51:50.04059",19.26
2455,395,"2026-05-28 21:51:33.675224",29.99
2454,395,"2026-05-28 21:51:26.507415",11.99
2453,394,"2026-05-28 21:50:41.537368",18.00
2452,394,"2026-05-28 21:50:24.702748",28.33
2451,394,"2026-05-28 21:50:16.533824",19.99
2450,94,"2026-05-28 21:49:22.701694",16.59
2449,94,"2026-05-28 21:49:15.447714",28.33
2448,94,"2026-05-28 21:48:59.986192",19.99
2447,45,"2026-05-28 21:47:20.600878",25.99
2446,45,"2026-05-28 21:47:03.856529",30.00
2445,45,"2026-05-28 21:46:41.430639",28.49
2444,225,"2026-05-28 21:45:32.700909",9.99
2443,225,"2026-05-28 21:45:18.903758",12.99
2442,225,"2026-05-28 21:45:13.981949",11.99
2441,380,"2026-05-28 21:44:01.987695",15.99
2440,380,"2026-05-28 21:43:50.219821",12.99
2439,380,"2026-05-28 21:42:50.317881",11.99
2438,202,"2026-05-28 21:41:58.815985",11.99
2437,60,"2026-05-28 21:40:40.152925",29.99
2436,60,"2026-05-28 21:40:03.060527",16.59
2435,60,"2026-05-28 21:39:40.716121",19.99
2434,60,"2026-05-28 21:39:19.954545",11.99
2433,117,"2026-05-28 21:38:10.501267",9.09
2432,117,"2026-05-28 21:37:49.233184",14.00
2431,116,"2026-05-28 21:35:48.849259",9.99
2430,116,"2026-05-28 21:35:28.968718",11.99
2429,116,"2026-05-28 21:35:24.606392",9.99
2428,125,"2026-05-28 21:33:44.306892",18.99
2427,125,"2026-05-28 21:33:35.579044",26.00
2426,306,"2026-05-27 22:05:46.525387",8.99
2425,306,"2026-05-27 22:05:29.594043",13.39
2424,306,"2026-05-27 22:05:13.50274",8.99
2423,370,"2026-05-27 22:03:59.667951",11.99
2422,370,"2026-05-27 22:03:48.884073",12.99
2421,325,"2026-05-27 22:03:13.244111",13.40
2420,325,"2026-05-27 22:02:53.656161",8.99
2419,325,"2026-05-27 22:02:27.179805",28.33
2418,199,"2026-05-27 22:01:53.301289",12.49
2417,199,"2026-05-27 22:01:45.34768",9.99
2416,317,"2026-05-27 22:00:47.365406",28.33
2415,317,"2026-05-27 22:00:38.384036",13.40
2414,317,"2026-05-27 22:00:29.105671",11.99
2413,52,"2026-05-26 20:39:15.307998",24.51
2412,52,"2026-05-26 20:39:00.624942",14.50
2411,58,"2026-05-26 20:37:37.310672",9.99
2410,58,"2026-05-26 20:37:27.048244",8.99
2409,2,"2026-05-26 20:36:00.431966",13.40
2408,2,"2026-05-26 20:35:45.27704",8.99
2407,35,"2026-05-26 20:34:13.177768",13.99
2406,35,"2026-05-26 20:34:00.452314",15.00
2405,125,"2026-05-26 20:33:12.745434",16.00
2404,125,"2026-05-26 20:32:52.30667",9.49
2403,125,"2026-05-26 20:32:34.510711",11.99
2402,108,"2026-05-26 20:30:41.446628",11.99
2401,108,"2026-05-26 20:30:32.634852",12.99
2400,108,"2026-05-26 20:30:26.353614",11.99
2399,288,"2026-05-26 20:28:25.925649",9.99
2398,288,"2026-05-26 20:28:10.018457",13.40
2397,288,"2026-05-26 20:28:01.439777",28.33
2396,288,"2026-05-26 20:27:45.163309",11.99
2395,72,"2026-05-26 20:26:17.441124",13.40
2394,72,"2026-05-26 20:25:57.562584",11.49
2393,72,"2026-05-26 20:25:48.056572",11.99
2392,164,"2026-05-26 20:24:19.133797",28.33
2391,164,"2026-05-26 20:23:58.400272",11.99
2390,289,"2026-05-26 20:23:04.118934",12.99
2389,289,"2026-05-26 20:22:55.435326",28.33
2388,289,"2026-05-26 20:22:28.943732",13.40
2387,289,"2026-05-26 20:21:52.808989",11.99
2386,155,"2026-05-25 18:29:58.03095",11.69
2385,155,"2026-05-25 18:29:45.725652",11.79
2384,155,"2026-05-25 18:29:36.326967",14.99
2383,155,"2026-05-25 18:29:26.180102",16.49
2382,155,"2026-05-25 18:29:15.339448",18.49
2381,155,"2026-05-25 18:28:58.915182",6.99
2380,155,"2026-05-25 18:28:38.874558",16.99
2379,155,"2026-05-25 18:28:20.899321",15.19
2378,155,"2026-05-25 18:28:12.641617",11.49
2377,155,"2026-05-25 18:27:52.307821",15.49
2376,155,"2026-05-25 18:27:34.424504",27.99
2375,155,"2026-05-25 18:27:17.34091",13.49
2374,155,"2026-05-25 18:27:06.625507",11.99
2373,393,"2026-05-25 18:18:29.504518",26.99
2372,393,"2026-05-25 18:17:59.612001",13.40
2371,393,"2026-05-25 18:17:51.213078",28.33
2370,393,"2026-05-25 18:17:43.587935",19.99
2369,392,"2026-05-25 18:17:13.582825",15.00
2368,392,"2026-05-25 18:17:07.209796",17.49
2367,392,"2026-05-25 18:16:51.504056",14.00
2366,391,"2026-05-25 18:16:00.207981",11.49
2365,391,"2026-05-25 18:15:54.68169",28.33
2364,391,"2026-05-25 18:15:41.563155",19.99
2363,390,"2026-05-25 18:15:07.407677",28.33
2362,390,"2026-05-25 18:14:59.202549",24.99
2361,390,"2026-05-25 18:14:49.310467",12.99
2360,389,"2026-05-25 18:14:01.812336",10.99
2359,389,"2026-05-25 18:13:53.198517",16.59
2358,389,"2026-05-25 18:13:43.197235",28.33
2357,80,"2026-05-25 18:12:10.796477",14.95
2356,80,"2026-05-25 18:11:52.063829",11.99
2355,166,"2026-05-25 18:10:31.328588",13.40
2354,166,"2026-05-25 18:10:23.089613",11.99
2353,166,"2026-05-25 18:10:19.148404",9.99
2352,53,"2026-05-25 18:09:22.437403",8.99
2351,53,"2026-05-25 18:09:12.646008",9.20
2350,53,"2026-05-25 18:08:57.64564",19.99
2349,205,"2026-05-25 18:07:40.6135",11.99
2348,205,"2026-05-25 18:07:16.982916",9.99
2347,134,"2026-05-25 18:05:27.298064",12.99
2346,134,"2026-05-25 18:05:19.62459",11.99
2345,30,"2026-05-25 18:04:22.874164",29.99
2344,30,"2026-05-25 18:04:08.089726",9.99
2343,30,"2026-05-25 18:04:03.223198",11.99
2342,42,"2026-05-25 18:02:49.917183",11.99
2341,97,"2026-05-25 18:01:42.485296",11.49
2340,97,"2026-05-25 18:01:33.235293",13.40
2339,97,"2026-05-25 18:01:25.126286",11.99
2338,119,"2026-05-25 18:00:00.743541",13.40
2337,119,"2026-05-25 17:59:36.290953",16.80
2336,119,"2026-05-25 17:59:29.841274",11.99
2335,40,"2026-05-24 22:04:22.343127",12.99
2334,40,"2026-05-24 22:04:20.568345",11.49
2333,40,"2026-05-24 22:03:52.791772",29.99
2332,40,"2026-05-24 22:03:34.729085",8.99
2331,120,"2026-05-24 21:59:37.252938",28.49
2330,120,"2026-05-24 21:59:03.108497",12.99
2329,137,"2026-05-24 21:57:14.230509",8.99
2328,137,"2026-05-24 21:57:00.254148",29.99
2327,76,"2026-05-24 21:55:35.907012",12.99
2326,76,"2026-05-24 21:55:18.645606",8.99
2325,151,"2026-05-24 21:54:01.333875",29.99
2324,151,"2026-05-24 21:53:28.875584",12.99
2323,151,"2026-05-24 21:53:25.79262",11.99
2322,151,"2026-05-24 21:53:20.671364",8.99
2321,298,"2026-05-24 21:51:24.861165",11.99
2320,298,"2026-05-24 21:51:12.753615",12.99
2319,298,"2026-05-24 21:51:08.52568",12.99
2318,115,"2026-05-24 21:48:59.354324",12.99
2317,115,"2026-05-24 21:48:57.354174",11.49
2316,115,"2026-05-24 21:48:33.918953",9.99
2315,115,"2026-05-24 21:48:09.584594",5.99
2314,115,"2026-05-24 21:47:56.267565",13.40
2313,9,"2026-05-24 21:46:05.8704",13.40
2312,205,"2026-05-24 21:43:59.925934",13.40
2311,205,"2026-05-24 21:43:48.657139",11.99
2310,205,"2026-05-24 21:43:36.773654",12.99
2309,121,"2026-05-24 21:42:01.333265",13.40
2308,121,"2026-05-24 21:41:34.177832",12.99
2307,121,"2026-05-24 21:41:22.026444",11.99
2306,121,"2026-05-24 21:40:51.499093",11.99
2305,121,"2026-05-24 21:40:37.956945",12.99
2304,140,"2026-05-24 21:39:13.079473",13.50
2303,140,"2026-05-24 21:39:04.842193",14.00
2302,140,"2026-05-24 21:38:57.164034",8.99
2301,42,"2026-05-24 21:37:32.359985",8.99
2300,42,"2026-05-24 21:37:03.028587",6.99
2299,42,"2026-05-24 21:36:35.508231",11.99
2298,42,"2026-05-24 21:36:26.557286",12.99
2297,138,"2026-05-24 21:34:28.714161",13.99
2296,138,"2026-05-24 21:34:11.708322",11.99
2295,159,"2026-05-24 21:30:19.406578",13.40
2294,159,"2026-05-24 21:29:58.195293",11.99
2293,250,"2026-05-24 21:28:24.940807",11.99
2292,250,"2026-05-24 21:28:01.800734",11.99
2291,250,"2026-05-24 21:27:49.495431",29.99
2290,38,"2026-05-24 21:26:15.442595",8.99
2289,38,"2026-05-24 21:25:16.055966",11.99
2288,243,"2026-05-24 21:23:31.042423",12.49
2287,243,"2026-05-24 21:23:19.395224",9.99
2286,388,"2026-05-23 22:17:54.676345",11.49
2285,388,"2026-05-23 22:17:40.800739",24.51
2284,388,"2026-05-23 22:17:28.243376",10.73
2283,387,"2026-05-23 22:16:23.969786",12.99
2282,387,"2026-05-23 22:16:19.079921",11.49
2281,387,"2026-05-23 22:16:04.949179",11.99
2280,387,"2026-05-23 22:15:37.634399",31.95
2279,386,"2026-05-23 22:14:54.559749",19.99
2278,386,"2026-05-23 22:14:42.439679",33.49
2277,386,"2026-05-23 22:14:09.872662",8.99
2276,385,"2026-05-23 22:13:29.162329",18.49
2275,385,"2026-05-23 22:13:20.115481",29.99
2274,36,"2026-05-23 22:12:18.223896",13.49
2273,36,"2026-05-23 22:11:58.174975",8.99
2272,36,"2026-05-23 22:10:46.945172",11.99
2271,297,"2026-05-23 21:56:39.683542",14.49
2270,297,"2026-05-23 21:56:31.732212",13.49
2269,297,"2026-05-23 21:56:08.97602",11.99
2268,317,"2026-05-23 21:55:01.762997",5.99
2267,317,"2026-05-23 21:54:41.814021",12.99
2266,317,"2026-05-23 21:54:34.715168",11.49
2265,186,"2026-05-23 21:53:36.123155",28.49
2264,186,"2026-05-23 21:53:22.547229",15.00
2263,186,"2026-05-23 21:53:04.811093",19.99
2262,373,"2026-05-23 21:52:05.94371",28.49
2261,373,"2026-05-23 21:51:54.846323",31.95
2260,373,"2026-05-23 21:51:38.098038",11.99
2259,375,"2026-05-23 21:49:42.876176",28.33
2258,375,"2026-05-23 21:49:33.365411",9.99
2257,57,"2026-05-23 21:48:49.068228",11.99
2256,57,"2026-05-23 21:48:23.033112",8.99
2255,57,"2026-05-23 21:48:09.022722",9.49
2254,384,"2026-05-22 23:26:17.061321",22.99
2253,384,"2026-05-22 23:26:04.227475",14.49
2252,384,"2026-05-22 23:25:52.754843",9.99
2251,383,"2026-05-22 23:24:46.246661",12.99
2250,383,"2026-05-22 23:24:44.085418",11.49
2249,383,"2026-05-22 23:24:31.770146",11.99
2248,382,"2026-05-22 23:23:55.051359",28.33
2247,382,"2026-05-22 23:23:30.840161",12.99
2246,382,"2026-05-22 23:23:17.551844",19.99
2245,311,"2026-05-22 23:22:17.496732",12.99
2244,156,"2026-05-22 23:20:10.138681",14.99
2243,349,"2026-05-22 23:19:05.764688",16.49
2242,349,"2026-05-22 23:18:46.823579",11.79
2241,167,"2026-05-22 23:17:41.380889",14.99
2240,167,"2026-05-22 23:17:00.718243",29.99
